BIBID,TITLE,VOLUMES,CREATOR_ROLE,CREATOR_FNAME,CREATOR_LNAME,CREATOR_CNAME,SOURCE,SIGLUM,ADJUNCT_ROLE,ADJUNCT_FNAME,ADJUNCT_LNAME,ADJUNCT_CNAME,SERIES,PUBLISHER,PUBLISHER_LOC,PUBLISHED_BD,PUBLISHED_ED,PUBLISHED_NOTE,VOLUME,ISSUE_EDITION,LOCATION_CLASS,LOCATION,REPRINT,ID_CLASS,ID_NUMBER,CLASS,FORM,TYPE,MEDIUM,FORMAT,RELATED_LIBID,RELATED_LIBIDQ,RELATED_LIBCOLLECTION,RELATED_LIBCALLNO,RELATED_LIBBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,STATUS,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BITECA bibid 3836,"De fi en fi, vos am tan finament [text electrònic a Internet]",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Francesc,Ferrer,,RIALC (Repertorio informatizzato della antica lirica catalana),,BIBLIOGRAPHY*ADJUNCT_ROLE*COMP,Costanzo,Di Girolamo,,,,Napoli,2008,,,,,,,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-01-25,AVENOZA,2011-08-22,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,http://www.rialc.unina.it/61.4.htm,,,"Ferrer et al. (2008), “De fi en fi, vos am tan finament [text electrònic a Internet]”, RIALC (Repertorio informatizzato della antica lirica catalana)"
BITECA bibid 3837,"Enamorats, doleu vos de ma vida [text electrònic a Internet]",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Francesc,Ferrer,,RIALC (Repertorio informatizzato della antica lirica catalana),,BIBLIOGRAPHY*ADJUNCT_ROLE*COMP,Costanzo,Di Girolamo,,,,Napoli,2008,,,,,,,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-01-25,AVENOZA,2011-08-22,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,http://www.rialc.unina.it/61.5.htm,,,"Ferrer et al. (2008), “Enamorats, doleu vos de ma vida [text electrònic a Internet]”, RIALC (Repertorio informatizzato della antica lirica catalana)"
BITECA bibid 3838,Quatre vocals e tres letres ensemps [text electrònic a Internet],,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Francesc,Ferrer,,RIALC (Repertorio informatizzato della antica lirica catalana),,BIBLIOGRAPHY*ADJUNCT_ROLE*COMP,Costanzo,Di Girolamo,,,,Napoli,2008,,,,,,,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-01-25,AVENOZA,2011-08-20,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,http://www.rialc.unina.it/61.5a.htm,,,"Ferrer et al. (2008), “Quatre vocals e tres letres ensemps [text electrònic a Internet]”, RIALC (Repertorio informatizzato della antica lirica catalana)"
BITECA bibid 3839,Enug estrem abat tot bon saber [text electrònic a Internet],,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Francesc,Ferrer,,RIALC (Repertorio informatizzato della antica lirica catalana),,BIBLIOGRAPHY*ADJUNCT_ROLE*COMP,Costanzo,Di Girolamo,,,,Napoli,1999,,,,,,,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-01-25,AVENOZA,2011-08-20,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,http://www.rialc.unina.it/61.6.htm,,,"Ferrer et al. (1999), “Enug estrem abat tot bon saber [text electrònic a Internet]”, RIALC (Repertorio informatizzato della antica lirica catalana)"
BITECA bibid 3840,"Governador, si·l cars de l’ignocent [text electrònic a Internet]",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Francesc,Ferrer,,RIALC (Repertorio informatizzato della antica lirica catalana),,BIBLIOGRAPHY*ADJUNCT_ROLE*COMP,Costanzo,Di Girolamo,,,,Napoli,1999,,,,,,,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-01-25,AVENOZA,2012-01-28,App Service - MCR,UNIVERSAL*INTERNET_CLASS*URL,http://www.rialc.unina.it/61.7.htm,,,"Ferrer et al. (1999), “Governador, si·l cars de l’ignocent [text electrònic a Internet]”, RIALC (Repertorio informatizzato della antica lirica catalana)"
BITECA bibid 3841,"O, be’s despit e gran dolor [text electrònic a Internet]",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Francesc,Ferrer,,RIALC (Repertorio informatizzato della antica lirica catalana),,BIBLIOGRAPHY*ADJUNCT_ROLE*COMP,Costanzo,Di Girolamo,,,,Napoli,2008,,,,,,,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-01-25,AVENOZA,2011-08-22,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,http://www.rialc.unina.it/61.8.htm,,,"Ferrer et al. (2008), “O, be’s despit e gran dolor [text electrònic a Internet]”, RIALC (Repertorio informatizzato della antica lirica catalana)"
BITECA bibid 3842,"Qui be serveix lexau, que grat ne ten [text electrònic a Internet]",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Francesc,Ferrer,,RIALC (Repertorio informatizzato della antica lirica catalana),,BIBLIOGRAPHY*ADJUNCT_ROLE*COMP,Costanzo,Di Girolamo,,,,Napoli,2008,,,,,,,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-01-25,AVENOZA,2011-08-22,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,http://www.rialc.unina.it/61.9.htm,,,"Ferrer et al. (2008), “Qui be serveix lexau, que grat ne ten [text electrònic a Internet]”, RIALC (Repertorio informatizzato della antica lirica catalana)"
BITECA bibid 3843,Huyt letras son e la meytat vocals [text electrònic a Internet],,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Francesc,Ferrer,,RIALC (Repertorio informatizzato della antica lirica catalana),,BIBLIOGRAPHY*ADJUNCT_ROLE*COMP,Costanzo,Di Girolamo,,,,Napoli,2008,,,,,,,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-01-25,AVENOZA,2011-08-20,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,http://www.rialc.unina.it/61.11.htm,,,"Ferrer et al. (2008), “Huyt letras son e la meytat vocals [text electrònic a Internet]”, RIALC (Repertorio informatizzato della antica lirica catalana)"
BITECA bibid 3844,Una tenço vull ab vos tançonar [text electrònic a Internet],,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Francesc,Ferrer,,RIALC (Repertorio informatizzato della antica lirica catalana),,BIBLIOGRAPHY*ADJUNCT_ROLE*COMP,Costanzo,Di Girolamo,,,,Napoli,2008,,,,,,,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-01-25,AVENOZA,2011-08-22,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,http://www.rialc.unina.it/61.12.htm,,,"Ferrer et al. (2008), “Una tenço vull ab vos tançonar [text electrònic a Internet]”, RIALC (Repertorio informatizzato della antica lirica catalana)"
BITECA bibid 3845,Velera nau de sant peregrinatge [text electrònic a Internet],,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Jaume,Ferrer,,RIALC (Repertorio informatizzato della antica lirica catalana),,BIBLIOGRAPHY*ADJUNCT_ROLE*COMP,Costanzo,Di Girolamo,,,,Napoli,2008,,,,,,,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-01-25,AVENOZA,2011-08-23,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,http://www.rialc.unina.it/62.1.htm,,,"Ferrer et al. (2008), “Velera nau de sant peregrinatge [text electrònic a Internet]”, RIALC (Repertorio informatizzato della antica lirica catalana)"
BITECA bibid 3846,Amichs Garaus en cuy fis prets s’agença [text electrònic a Internet],,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Gabriel,Ferruç,,RIALC (Repertorio informatizzato della antica lirica catalana),,BIBLIOGRAPHY*ADJUNCT_ROLE*COMP,Costanzo,Di Girolamo,,,,Napoli,2008,,,,,,,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-01-25,AVENOZA,2011-08-21,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,http://www.rialc.unina.it/64.1.htm,,,"Ferruç et al. (2008), “Amichs Garaus en cuy fis prets s’agença [text electrònic a Internet]”, RIALC (Repertorio informatizzato della antica lirica catalana)"
BITECA bibid 3847,"Aveu lexat ut, re, mi, fa, sol, lla [text electrònic a Internet]",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Francesc,Ferrer (a),,RIALC (Repertorio informatizzato della antica lirica catalana),,BIBLIOGRAPHY*ADJUNCT_ROLE*COMP,Costanzo,Di Girolamo,,,,Napoli,2008,,,,,,,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-01-25,AVENOZA,2011-08-23,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,http://www.rialc.unina.it/61a.1.htm,,,"Ferrer (a) et al. (2008), “Aveu lexat ut, re, mi, fa, sol, lla [text electrònic a Internet]”, RIALC (Repertorio informatizzato della antica lirica catalana)"
BITECA bibid 3848,Pus flach sou que nulha stopa [text electrònic a Internet],,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Gabriel,Ferruç,,RIALC (Repertorio informatizzato della antica lirica catalana),,BIBLIOGRAPHY*ADJUNCT_ROLE*COMP,Costanzo,Di Girolamo,,,,Napoli,2008,,,,,,,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-01-25,AVENOZA,2011-08-20,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,http://www.rialc.unina.it/64.2.htm,,,"Ferruç et al. (2008), “Pus flach sou que nulha stopa [text electrònic a Internet]”, RIALC (Repertorio informatizzato della antica lirica catalana)"
BITECA bibid 3849,"Reyna de pretz, doctrina dels saubens [text electrònic a Internet]",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Gabriel,Ferruç,,RIALC (Repertorio informatizzato della antica lirica catalana),,BIBLIOGRAPHY*ADJUNCT_ROLE*COMP,Costanzo,Di Girolamo,,,,Napoli,1999,,,,,,,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-01-25,AVENOZA,2011-08-20,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,http://www.rialc.unina.it/64.3.htm,,,"Ferruç et al. (1999), “Reyna de pretz, doctrina dels saubens [text electrònic a Internet]”, RIALC (Repertorio informatizzato della antica lirica catalana)"
BITECA bibid 3850,"Sancta dels sans, excelhens e suprema [text electrònic a Internet]",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Gabriel,Ferruç,,RIALC (Repertorio informatizzato della antica lirica catalana),,BIBLIOGRAPHY*ADJUNCT_ROLE*COMP,Costanzo,Di Girolamo,,,,Napoli,2008,,,,,,,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-01-25,AVENOZA,2011-08-20,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,http://www.rialc.unina.it/64.4.htm,,,"Ferruç et al. (2008), “Sancta dels sans, excelhens e suprema [text electrònic a Internet]”, RIALC (Repertorio informatizzato della antica lirica catalana)"
BITECA bibid 3851,Us plants crusels ab gemechs doloros [text electrònic a Internet],,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Gabriel,Ferruç,,RIALC (Repertorio informatizzato della antica lirica catalana),,BIBLIOGRAPHY*ADJUNCT_ROLE*COMP,Costanzo,Di Girolamo,,,,Napoli,2008,,,,,,,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-01-25,AVENOZA,2011-08-23,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,http://www.rialc.unina.it/64.5.htm,,,"Ferruç et al. (2008), “Us plants crusels ab gemechs doloros [text electrònic a Internet]”, RIALC (Repertorio informatizzato della antica lirica catalana)"
BITECA bibid 3852,L’absència del “Magnànim” com a tema poètic,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Ramon,Aramon i Serra,,"Actas y comunicaciones. IV Congreso de Historia de la Corona de Aragón (Mallorca, 25 de setembre - 2 d’octubre de 1955)",,,,,,,Archivo de la Corona de Aragón,Barcelona,1970,,,2,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,397-416,"{I}Estudis de llengua i literatura{/I}, Barcelona: IEC, 1997, pp. 235-56",,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-02-01,AVENOZA,2012-01-28,App Service - MCR,,,,,"Aramon i Serra (1970), “L’absència del “Magnànim” com a tema poètic”, Actas y comunicaciones. IV Congreso de Historia de la Corona de Aragón (Mallorca, 25 de setembre - 2 d’octubre de 1955)"
BITECA bibid 3853,"Seny’en Ferruç, vos qui tenits procura [text electrònic a internet]",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Gabriel,Mòger,,RIALC (Repertorio informatizzato della antica lirica catalana),,BIBLIOGRAPHY*ADJUNCT_ROLE*COMP,Costanzo,Di Girolamo,,,,Napoli,2008,,,,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-02-15,AVENOZA,2011-08-22,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,http://www.rialc.unina.it/112.1.htm,,,"Mòger et al. (2008), “Seny’en Ferruç, vos qui tenits procura [text electrònic a internet]”, RIALC (Repertorio informatizzato della antica lirica catalana)"
BITECA bibid 3854,"D’Amor, si·m planch, ne vayg ploros [text electrònic a Internet]",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Pere,Figueres,,RIALC (Repertorio informatizzato della antica lirica catalana),,BIBLIOGRAPHY*ADJUNCT_ROLE*COMP,Costanzo,Di Girolamo,,,,Napoli,2008,,,,,,,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-02-15,AVENOZA,2012-01-28,App Service - MCR,UNIVERSAL*INTERNET_CLASS*URL,http://www.rialc.unina.it/65.1.htm,,,"Figueres et al. (2008), “D’Amor, si·m planch, ne vayg ploros [text electrònic a Internet]”, RIALC (Repertorio informatizzato della antica lirica catalana)"
BITECA bibid 3855,"Enteniment, saber ne fantesia [text electrònic a Internet]",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Miriam,Figueres,,RIALC (Repertorio informatizzato della antica lirica catalana),,BIBLIOGRAPHY*ADJUNCT_ROLE*COMP,Costanzo,Di Girolamo,,,,Napoli,1999,,,,,,,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-02-15,AVENOZA,2011-08-23,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,http://www.rialc.unina.it/65.2.htm,,,"Figueres et al. (1999), “Enteniment, saber ne fantesia [text electrònic a Internet]”, RIALC (Repertorio informatizzato della antica lirica catalana)"
BITECA bibid 3856,"Morir cuyt, las [text electrònic a Internet]",,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Miriam,Figueres,,RIALC (Repertorio informatizzato della antica lirica catalana),,BIBLIOGRAPHY*ADJUNCT_ROLE*COMP,Costanzo,Di Girolamo,,,,Napoli,2000,,,,,,,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-02-15,AVENOZA,2011-08-20,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,http://www.rialc.unina.it/65.3.htm,,,"Figueres et al. (2000), “Morir cuyt, las [text electrònic a Internet]”, RIALC (Repertorio informatizzato della antica lirica catalana)"
BITECA bibid 3857,Temps ha que visch peccant sens penedir [text electrònic a Internet],,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Miriam,Figueres,,RIALC (Repertorio informatizzato della antica lirica catalana),,BIBLIOGRAPHY*ADJUNCT_ROLE*COMP,Costanzo,Di Girolamo,,,,Napoli,2000,,,,,,,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-02-15,AVENOZA,2011-08-21,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,http://www.rialc.unina.it/65.4.htm,,,"Figueres et al. (2000), “Temps ha que visch peccant sens penedir [text electrònic a Internet]”, RIALC (Repertorio informatizzato della antica lirica catalana)"
BITECA bibid 3858,Subiran Deu [e] creador [text electrònic a Internet],,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Miriam,Figueres,,RIALC (Repertorio informatizzato della antica lirica catalana),,BIBLIOGRAPHY*ADJUNCT_ROLE*COMP,Costanzo,Di Girolamo,,,,Napoli,2000,,,,,,,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-02-15,AVENOZA,2011-08-22,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,http://www.rialc.unina.it/65.4a.htm,,,"Figueres et al. (2000), “Subiran Deu [e] creador [text electrònic a Internet]”, RIALC (Repertorio informatizzato della antica lirica catalana)"
BITECA bibid 3859,Dels doctes fels congregat per posible [text electrònic a Internet],,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Joan,Fogassot,,RIALC (Repertorio informatizzato della antica lirica catalana),,BIBLIOGRAPHY*ADJUNCT_ROLE*COMP,Costanzo,Di Girolamo,,,,Napoli,1999,,,,,,,,,,,BIBLIOGRAPHY*FORM*BART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*WEB,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-02-15,AVENOZA,2011-08-20,AVENOZA,UNIVERSAL*INTERNET_CLASS*URL,http://www.rialc.unina.it/67.3.htm,,,"Fogassot et al. (1999), “Dels doctes fels congregat per posible [text electrònic a Internet]”, RIALC (Repertorio informatizzato della antica lirica catalana)"
BITECA bibid 3860,{I}Capitols singulars deles llauors que deuras sembrar{/I}: A Late Medieval Planting Guide for the Spanish Levant,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Thomas M.,Capuano,,Catalan Review,,,,,,,,,1998,,,XII,I,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,23-35,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 8/1,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*1C,1980-02-17,AVENOZA,2018-03-15,SORIANO,,,,,"Capuano (1998), “Capitols singulars deles llauors que deuras sembrar: A Late Medieval Planting Guide for the Spanish Levant”, Catalan Review"
BITECA bibid 3861,Les plus anciennes prières liturgiques adressées a la Vierge en Occident,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Louis,Brou,,Hispania Sacra,,,,,,,,,1950,,,3,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,371-81,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 8/5,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1980-02-17,AVENOZA,2011-03-16,ROVIRA,,,,,"Brou (1950), “Les plus anciennes prières liturgiques adressées a la Vierge en Occident”, Hispania Sacra"
BITECA bibid 3862,Manuscritos de autores españoles en bibliotecas extranjeras. Biblioteca de Wolfenbüttel,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,José,Vives,,Hispania Sacra,,,,,,,,,1950,,,3,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,421-30,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 8/5,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1980-02-17,AVENOZA,,,,,,,"Vives (1950), “Manuscritos de autores españoles en bibliotecas extranjeras. Biblioteca de Wolfenbüttel”, Hispania Sacra"
BITECA bibid 3863,Inventario de los manuscritos de la Catedral de Sigüenza,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,José,Rius Serra,,Hispania Sacra,,,,,,,,,1950,,,3,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,431-65,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 8/4,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1980-02-17,AVENOZA,,,,,,,"Rius Serra (1950), “Inventario de los manuscritos de la Catedral de Sigüenza”, Hispania Sacra"
BITECA bibid 3864,Manuscritos trecentistas y cuatrocentistas (Repertorio de notas documentales),,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Josep Maria,Madurell i Marimon,,Hispania Sacra,,,,,,,,,1951,1952,,4-5,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,401-64; 165-78,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 8/6,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1980-02-17,AVENOZA,2011-03-29,ROVIRA,,,,,"Madurell i Marimon (1951-52), “Manuscritos trecentistas y cuatrocentistas (Repertorio de notas documentales)”, Hispania Sacra"
BITECA bibid 3865,Manuscritos hispánicos en bibliotecas extranjeras. 1. La biblioteca de Göttingen. 2. La biblioteca de Stuttgart,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,José,Vives,,Hispania Sacra,,,,,,,,,1951,,,4,,BIBLIOGRAPHY*LOCATION_CLASS*PAGE,467-73,,,,,BIBLIOGRAPHY*FORM*JART,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,BITECA libid 1214,,,Biteca 8/6,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1980-02-17,AVENOZA,,,,,,,"Vives (1951), “Manuscritos hispánicos en bibliotecas extranjeras. 1. La biblioteca de Göttingen. 2. La biblioteca de Stuttgart”, Hispania Sacra"
BITECA bibid 3866,Homilies d’Organyà,,BIBLIOGRAPHY*CREATOR_ROLE*EDIT,Amadeu-J.,Soberanas,,,,,,,,"Els Nostres Clàssics, B, 20",Barcino,Barcelona,2001,,,,,,,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*EDTN,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,,,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1980-02-17,AVENOZA,2011-04-06,ROVIRA,,,,,"Soberanas et al. (2001), Homilies d’Organyà"
BITECA bibid 3867,Catalogi librorum manuscriptorum Angliae et Hiberniae in unum collecti cum indice alphabetico,,BIBLIOGRAPHY*CREATOR_ROLE*AUTH,Edward,Bernard,,,,,,,,,Theatro Sheldoniano,Oxford,1697,,,,,,,,,,,BIBLIOGRAPHY*FORM*BOOK,BIBLIOGRAPHY*TYPE*REFR,BIBLIOGRAPHY*MEDIUM*PRNT,,,,,,,BIBLIOGRAPHY*RELATED_BIBCLASS*CB,BITECA bibid 4818,,,,,,,,,,,,,,,BIBLIOGRAPHY*STATUS*2C,1980-02-17,AVENOZA,2013-09-26,ROVIRA,,,,,"Bernard (1697), Catalogi librorum manuscriptorum Angliae et Hiberniae in unum collecti cum indice alphabetico"
