MANID,TITLE,TITLE_LOC,TITLE_NICKNAME,MATERIAL,MATERIAL_BASIS,FORMAT,FORMAT_BASIS,STATE,STATE_BASIS,BINDING,BINDING_BASIS,CONDITION,CONDITION_BASIS,LEAF_CLASS,LEAF_COUNT,LEAF_BASIS,COLLATION,COLLATION_BASIS,SIZE_CLASS,SIZE_HEIGHT,SIZE_WIDTH,SIZE_LOC,SIZE_BASIS,PAGE_CLASS,PAGE_DETAIL,PAGE_LOC,PAGE_Q,PAGE_BASIS,HAND_CLASS,HAND_DETAIL,HAND_LOC,HAND_Q,HAND_BASIS,FONT_CLASS,FONT_DETAIL,FONT_LOC,FONT_Q,FONT_BASIS,WATERMARK_CLASS,WATERMARK_DETAIL,WATERMARK_LOC,WATERMARK_Q,WATERMARK_BASIS,GRAPHIC_CLASS,GRAPHIC_DETAIL,GRAPHIC_LOC,GRAPHIC_Q,GRAPHIC_BASIS,MUSIC_CLASS,MUSIC_DETAIL,MUSIC_LOC,MUSIC_Q,MUSIC_BASIS,FEATURE_CLASS,FEATURE_DETAIL,FEATURE_LOC,FEATURE_Q,FEATURE_BASIS,MILESTONE_CLASS,MILESTONE_DETAIL,MILESTONE_MAKER_IDP,MILESTONE_MAKER_ID,MILESTONE_MAKER_IDQ,MILESTONE_MAKERBASIS,MILESTONE_FUNDER_IDP,MILESTONE_FUNDER_ID,MILESTONE_FUNDER_IDQ,MILESTONE_FUNDERBASIS,MILESTONE_GEOID,MILESTONE_GEOIDQ,MILESTONE_GEOBASIS,MILESTONE_BD,MILESTONE_BDQ,MILESTONE_ED,MILESTONE_EDQ,MILESTONE_BASIS,OWNER_IDP,OWNER_ID,OWNER_IDQ,OWNER_CALLNO,OWNER_ARMS,OWNER_PRICE,OWNER_CURRENCY,OWNER_GEOID,OWNER_GEOIDQ,OWNER_BD,OWNER_BDQ,OWNER_ED,OWNER_EDQ,OWNER_BASIS,CLASS,FIRST_ANAID,FIRST_TEXSEQ,FIRST_TEXID,RELATED_BIOCLASS,RELATED_BIODETAIL,RELATED_BIOID,RELATED_BIOIDQ,RELATED_BIOBD,RELATED_BIOBDQ,RELATED_BIOED,RELATED_BIOEDQ,RELATED_BIOBASIS,RELATED_LIBID,RELATED_LIBIDQ,RELATED_LIBCOLLECTION,RELATED_LIBCALLNOCLASS,RELATED_LIBCALLNO,RELATED_LIBSEQUENCE,RELATED_LIBBASIS,RELATED_LIBEVENTCLASS,RELATED_LIBEVENTDETAIL,RELATED_LIBEVENTPRICE,RELATED_LIBEVENTCURRENCY,RELATED_LIBEVENTGEOID,RELATED_LIBEVENTGEOIDQ,RELATED_LIBEVENTBD,RELATED_LIBEVENTBDQ,RELATED_LIBEVENTED,RELATED_LIBEVENTEDQ,RELATED_LIBEVENTBASIS,RELATED_BIBCLASS,RELATED_BIBID,RELATED_BIBVOL,RELATED_BIBLOC,RELATED_BIBITEM,RELATED_MANCLASS,RELATED_MANID,RELATED_MANVOL,RELATED_MANLOC,RELATED_MANITEM,RELATED_UNICLASS,RELATED_UNIDETAIL,RELATED_UNIID,RELATED_UNILANGUAGE,RELATED_UNIBASIS,SUBJECT_BIOID,SUBJECT_GEOID,SUBJECT_INSID,SUBJECT_SUBID,PERIOD_BD,PERIOD_BDQ,PERIOD_ED,PERIOD_EDQ,PERIOD_BASIS,NOTES,VERIFY,STATUS,ENTERED,ENTERED_BY,UPDATED,UPDATED_BY,INTERNET_CLASS,INTERNET_ADDRESS,INTERNET_SERVICE,INTERNET_LASTSEEN,MONIKER
BETA manid 3116,Ari | Suma | Moralium,tejuelo,,MS_ED*MATERIAL*PP,{I}IGM{/I},MS_ED*FORMAT*FOLIO,,,,"piel sobre tabla, de la época",{I}IGM{/I} / Faulhaber,"En blanco ff. 80-81, 83v., 65r., 97v., 112v.-114v., 133r",{I}IGM{/I},MS_ED*LEAF_CLASS*FF,1-83 + 84 + 85-137 (tablas 1r-15v),fichero,,,MS_ED*SIZE_CLASS*LEAF,300,220,,Gómez Moreno 1984,MS_ED*PAGE_CLASS*COL,2,,,{I}IGM{/I},,,,,fichero,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*INIS,azules y rojas con decoración de rasgueo,,,{I}IGM{/I},,,,,,,,,,,MS_ED*MILESTONE_CLASS*W,,Group 1,,,,Group 1,,,,,,,1401,,1500,,{I}IGM{/I},Group 1,BETA bioid 2222,,Rocamora 77,,,,,,,,,,{I}IGM{/I},MS_ED*CLASS*COMP,,,,,,,,,,,,,BETA libid 225,,,MS_ED*RELATED_LIBCALLNOCLASS*C,MSS/10269(1),MA354510,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 7576,,289,,,,,,,MS_ED*RELATED_UNICLASS*CON,principalmente textos en,,MS_ED*RELATED_UNILANGUAGE+1*LATIN,{I}IGM{/I},,,,BETA subid 1265,,,,,,"Facticio: el primer tratado (ff. 16-79) fue terminado en Guadalajara por Gutierre de Cardoso en 1458-10-03; el último (ff. 87r-137r), en Huete en sábado 1454-06-08 por un copista que no indica su nombre.<br /><br />Lleva el núm. del catálogo de Rocamora en un tejuelo de papel pegado en la parte superior del lomo<br /><br />{I}IGM{/I}: Contiene: Summa moralium libri ethicorum Aristotelis iuxta expositionem sancti Thomae de Aquino [de Guido Vernani] (h.16-79).<br /><br />Aristóteles, De bona fortuna (h. 82-82).<br /><br />“Translation de | las ethicas de aristotiles de la|tin en romançe segũd maestr{SS}e{ES} | Brunechaciz” (incompleto) (h. 84r-v). Se trata de hecho del {I}Libro del tesoro{/I} de Bruneto Latini. Contiene sólo un folio de la trad. insertado como f. 84 del MS.<br /><br />Cuadro de las virtudes cardinales y explicaciones referentes a las mismas (h. 85v-86v). <br />Tractatus de declaratione difficilium dictorum et dictionum in theologia fratri Armandi de Bello Visu (h. 87-137).<br /><br />Descr. BNE Cat.:<br /><br />Título: Tratados varios [Manuscrito]<br />Publicación: S.XV<br />Descripción física: 137 h. (2 col., 41 y 71 lín.) : perg. y papel ; 30 × 22 cm<br />Nota general: Tabula libri Ethicorum de Tomás de Aquino en h. 1-15v.<br />Contenido: Summa moralium libri ethicorum Aristotelis iuxta expositionem sancti Thomae de Aquino [de Guido Vernani] (h.16-79).<br />Aristóteles, De bona fortuna (h. 82-83).<br />Ethicas de Aristoteles : translation de latin en romance segund maestre Bonechacius [Bruneto Latini] [Incompleto] h. 84-84v).<br />Cuadro de las virtudes cardinales y explicaciones referentes a las mismas (h. 85v-86v).<br />Tractatus de declaratione difficilium dictorum et dictionum in theologia fratri Armandi de Bello Visu (h. 87-137)<br />N.lengua/Escritura: Texto en latín y español<br />Nota de procedencia: Duque de Osuna e Infantado<br />Nota tít. y men. res: Título en el tejuelo: Aristoteles. Suma moralium<br />Nota área publ.: Al final del primer Tratado: Explicit summa de virtutibus… que expleta fuit per me Fernandus Guterii de Cardoso in artibus bachalarium in billa de Guadalfaxara anno domini M.CCCC quinquagesimo octavo, quinto nonas octobris<br />Nota área publ.: Al final del último Tratado: Expletus fuit liber iste die sabati in vigilia pentecostes octava die mensis junii anno domini M.CCCC quinquagesimo quarto in civitate Optense. Deo Gracias<br />N. área desc. fis.: En blanco las h.80-81, 83v., 85r., 97v., 112v-114v., 133r.<br />Nota sobre ilustrac.: Iniciales y capitales en azul y rojo con decoración de rasgueo. Títulos en rojo",,MS_ED*STATUS*1I,1986-06-29,FAULHABER,2023-04-19,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://bdh-rd.bne.es/viewer.vm?id=0000042630&page=1,Bibl. Digital Hispánica,2017-01-05,"MS: Madrid: Nacional (BNE), MSS/10269(1). 1401 - 1500."
BETA manid 3116,,,,,,,,,,,,,,,,,,,MS_ED*SIZE_CLASS*BIND,310,220,,,MS_ED*PAGE_CLASS*LIN,41,,,{I}IGM{/I},,,,,,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*RUB,en azul y rojo con decoración de rasgueo,,,{I}IGM{/I},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,10269,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 4951,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 3116,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*PAGE_CLASS*LIN,71,,,{I}IGM{/I},,,,,,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*TIT,en rojo,,,{I}IGM{/I},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,Ii-20,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 5020,,,MSS/10269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*FAD,BETA bibid 5461,,,MSS/10269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*VIFD,BETA bibid 7566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*VIS,BETA bibid 1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 1552,IV,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 1004,XV,40,10269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 4721,II,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 1093,,8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 4714,,29,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 1844,I,120-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 1844,II,76-77,1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 2866,24,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 2866,29,191-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 3187,VICENTII COMMENT,tejuelo,Codex R (Martínez Díez),MS_ED*MATERIAL*CEPTI,Martínez Díez,,,,,"pasta española, guardas de papel de aguas, s. XIX",Faulhaber,,,MS_ED*LEAF_CLASS*FF,[1] + 119 + [1],IBIS,,,MS_ED*SIZE_CLASS*LEAF,282,203,,Gómez Moreno,,,,,,MS_ED*HAND_CLASS*GC,libraria,,,Martínez Díez,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*TIT,en rojo,,,Martínez Díez,,,,,,,,,,,MS_ED*MILESTONE_CLASS*W,,Group 1,,,,Group 1,,,,,,,1426-02-01,,,,Martínez Díez,Group 1,BETA insid 1005,,,,,,,,,,,,Gómez Moreno 1987,,BETA cnum 4011,10.0,BETA texid 1006,MS_ED*RELATED_BIOCLASS*EN,,BETA bioid 6622,,,,1808-03-20,ad quem,IBIS,BETA libid 228,,,MS_ED*RELATED_LIBCALLNOCLASS*C,II/323,MA02060,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*VIS,BETA bibid 2036,,,,,,,,,MS_ED*RELATED_UNICLASS*CON,otros textos en español y,,MS_ED*RELATED_UNILANGUAGE+1*LATIN,IBIS,,,,BETA subid 1265,,,,,,"Nota f. 1r: “ Por ser esta glosa de Vincencio antigua y no estar ynpresa se quede en la | librería desta s{SS}ta{ES} casa de s{SS}t{ES} Bart{I}olom{/I}e. a la qual sela doy ffecha en Sal{I}aman{/I}ca a XII de hebrero, 1571. | El liçen{I}ciado{/I} | Leziñana.”<br /><br />Martínez Díez fecha el MS 1426-02-01 en vez de 1425-02-01 “según el estilo florentino usado en Castilla”",,MS_ED*STATUS*1I,1986-07-02,FAULHABER,2023-10-10,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,https://realbiblioteca.patrimonionacional.es/cgi-bin/koha/opac-detail.pl?biblionumber=37360,Cat. IBIS,2023-10-10,"MS: Madrid: Real Biblioteca, II/323. 1426-02-01. Alfonso X, rey de Castilla y León, Corona de, Fuero real, promulgado 1255-07-18."
BETA manid 3187,,,,,,,,,,,,,,MS_ED*LEAF_CLASS*FF,1-112 + [1: en blanco] + 113-116,Martínez Díez,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*GRAPHIC_CLASS*INIS,en blanco,,,Martínez Díez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group 2,BETA bioid 2203,,,,,,,,,,,,IBIS,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,VII E 4,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*VIS,BETA bibid 1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,https://rbdigital.realbiblioteca.es/s/realbiblioteca/item/11582,RB Digital,2023-10-10,
BETA manid 3187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group 3,BETA bioid 5802,,,,,,,,,,,,IBIS,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,2-D-4,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*DES,BETA bibid 5651,,41-43,Codex R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 3187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 4407,,,II/323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 3187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*FAD,BETA bibid 7023,,,II/323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 3187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*DES,BETA bibid 2800,,449-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 3264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*MILESTONE_CLASS*W,,Group 1,,,,Group 1,,,,BETA geoid 1084,,,1401,,1500,,Gómez Moreno,,,,,,,,,,,,,,,,BETA cnum 4348,10.0,BETA texid 2624,,,,,,,,,,BETA libid 328,,,MS_ED*RELATED_LIBCALLNOCLASS*C,B-271 bis,MA27110,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*VIS,BETA bibid 1840,,,,,,,,,MS_ED*RELATED_UNICLASS*CON,también numerosos textos en,,MS_ED*RELATED_UNILANGUAGE+1*LATIN,,,,,,,,,,,,,MS_ED*STATUS*1I,1986-07-04,FAULHABER,2023-04-18,FAULHABER,,,,,"MS: Segovia: Archivo Capitular, B-271 bis. Segovia:, 1401 - 1500. Desconocido, Donación de Quintanapalla, arcediano de Cuéllar, a la capilla de San Gregorio en Segovia, escrito 1500 ca. ad quem."
BETA manid 3267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*MILESTONE_CLASS*W,,Group 1,,,,Group 1,,,,,,,1401,,1500,,fichero,,,,,,,,,,,,,,,,BETA cnum 4351,10.0,BETA texid 2626,,,,,,,,,,BETA libid 328,,,MS_ED*RELATED_LIBCALLNOCLASS*C,B-343,MA34300,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*VIS,BETA bibid 1014,,,,,,,,,MS_ED*RELATED_UNICLASS*CON,también numerosas cartas en,,MS_ED*RELATED_UNILANGUAGE+1*CATALAN,,,,,,,,,,,,,MS_ED*STATUS*2I,1986-07-04,FAULHABER,2023-04-18,FAULHABER,,,,,"MS: Segovia: Archivo Capitular, B-343. 1401 - 1500. Fernando de Escobar, Cartas a Pere Monllober, escrito 1500 ca. ad quem."
BETA manid 3267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BETA manid 3282,,,MS {I}B{/I} (Riquer),MS_ED*MATERIAL*PAPER,Gómez Moreno,,,,,"hispano-gótica de la época: 4 rectángulos concéntricos formados de hierros en seco, alrededor de un rectángulo central inscrito con un motivo central formado por 6 florones con otros 4 del mismo tipo en las esquinas interiores",Gómez Moreno / Faulhaber,En blanco: ff. 440v-441,Faulhaber 2019,MS_ED*LEAF_CLASS*FF,5 (guardas) + [1-7: tablas; 8-12: en blanco] + j-lxxviij + lxxxxj + lxxviij + lxxx-cxxxviij + cxxxviij-cccclxxxviiij + cccclxxxxj + 492-532 + 1 (guarda),Faulhaber,,,MS_ED*SIZE_CLASS*LEAF,282,212,,Gómez Moreno,,,,,,MS_ED*HAND_CLASS*HU,cancilleresca aragonesa,,,Gómez Moreno,,,,,,MS_ED*WATERMARK_CLASS*MANO,con estrella,,,Gómez Moreno,,,,,,,,,,,,,,,,MS_ED*MILESTONE_CLASS*W,,Group 1,,,,Group 1,,,,BETA geoid 1099,,,1487,a quo,1550,ca.,Faulhaber,Group 1,BETA bioid 8175,,,,,,,,,,,,BNE Cat.: ex-libris,,BETA cnum 5959,1.0,BETA texid 2295,,,,,,,,,,BETA libid 225,,,MS_ED*RELATED_LIBCALLNOCLASS*C,MSS/7811,MA281600,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*DES,BETA bibid 7802,I,127-30,,,,,,,MS_ED*RELATED_UNICLASS*CON,también muchas cartas (la última fechada 1528-07-24) en,,MS_ED*RELATED_UNILANGUAGE+1*CATALAN,,BETA bioid 8176,,,BETA subid 1265,,,,,,"La mayoría de los textos, en catalán, están catalogados en {I}BITECA{/I} manid 1565, a la que se remite para una descr. detallada del MS.<br /><br />Tiene copia parcial en el MS Madrid: Nacional, 7809.<br /><br />BITECA identifica 14 unidades codicológicas diferentes.<br /><br />Los ff. lxxxx-lxxxxj están interpolados por error entre los ff. lxxvij y lxxviij. Para intentar subsanar el error se ha borrado el número lxxxx y sustituido un lxxviij erróneo. Los ff. interpolados contienen cartas de batalla de Joan Cerdán y Joan Dansa de 1513.<br /><br />Faulhaber: Los últimos textos en las manos principales del MS están fechados en 1487. Los textos fechados 1510-1528 están en manos muy distintas en los ff. 491r-528r. En los ff. 498v-528r una larga serie de cartas y actas notariales sobre un desafío entre Jerónimo de Híjar, señor de Alfarrasí, y Francí Crespí de Valldaura.<br /><br />Siguen ff. 529r-530r, la carta de batalla de François I, rey de Francias y la respuesta del emperador Carlos de España en 1528.<br /><br />Ex-libris MS de la BNE s. XIX en una hoja cortada y pegada en la contratapa anterior: 'Del Conde de Cervellòn | V. 205.”<br /><br />Ex-libris MS f. j{SS}r{ES} en letra itálica cursiva de finales del s. XVI o comienzos del s. XVII: “este libro es de don Diego Vi-|que”. Diego Vique era un noble valenciano, caballero de Montesa, lo cual compagina muy bien con el contenido de este MS.<br /><br />BITECA por error identifica Diego Vique con el conde de Cervellón. Gerardo de Cervellón y Monpalau fue creado 1. conde de Cervellón en 1658. Su mujer, Ana María Vivas, era hija de María Vich Manrique y Castellví (vási GENi, s.v. “Gerardo de Cervellón y Monpalau”. Por lo tanto es probable que el MS llegó a la biblioteca de los condes de Cervellón por herencia de Ana María Vivas.<br /><br />No queda claro si el 'conde de Cervellón' del ex-libris es Gerardo de Cervellón y Monpalau o uno de sus descendientes.<br /><br />Descr. de BNE Cat.:<br />Título: Letres e achtes de batalla [Manuscrito]<br />Publicación: S.XVI<br />Descripción física: [12], 532 h. ; 29 × 22 cm<br />Nota general: Índice en h. 1-7v<br />Nota general: Nota en el margen superior de h. I: Este libro es de don Diego Vique<br />Nota general: V.a. Mss/7809<br />Contenido: Empieza con 'Letra de requesta tramesa per lo alt princep Lois de Ualoys duch d’Orliens al molt alt poderos princep lo rey Anrich Dangleterra'; con la respuesta de éste (h. I-IIv). Siguen las cartas de batalla, actas, etc., referentes a desafíos entre distintos caballeros (h. IIv-532)<br />Resumen: Incluye varios escritos intercalados; entre ellos, una 'Letra feta per Petrarcha', fechada en Aviñón a 22 de febrero [s.a.] (h. LXXV-LXXXII), teniendo intercalado entre las h. 77 y 78 las h. XC y XCI<br />N.lengua/Escritura: Textos principalmente en catalán y algunos, en español y latín<br />N.lengua/Escritura: Letra humanística cancilleresca, de varias manos<br />Nota de procedencia: Conde de Cervellón<br />Nota tít. y men. res: Título tomado de Domínguez Bordona<br />N. área desc. fis.: Foliación antigua en tinta en números romanos y arábigos: I-CCCCLXXXXI, 492-532, con algunos errores<br />N. área desc. fis.: Algunas h. deterioradas, restauradas y con pérdida de texto<br />N. área desc. fis.: En blanco las h. 8-11 y la 12 no útil<br />Nota sobre ilustrac.: Títulos y epígrafes en rojo, espacios en blanco para iniciales",,MS_ED*STATUS*1I,1986-07-08,FAULHABER,2023-04-18,FAULHABER,UNIVERSAL*INTERNET_CLASS*URL,http://bdh-rd.bne.es/viewer.vm?id=0000173346&page=1,Bibl. Digital Hispánica,2018-12-05,"MS: Madrid: Nacional (BNE), MSS/7811. Cataluña:, 1487 a quo - 1550 ca. Colectivo, Cartas de batalla (tr. Desconocido), traducido 1400 - 1500."
BETA manid 3282,,,,,,,,,,,,,,MS_ED*LEAF_CLASS*FF,532,Gómez Moreno,,,MS_ED*SIZE_CLASS*LEAF,282,208,,{I}IGM{/I},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Group 2,BETA bioid 2210,,,,,,,,,,,,Ex-libris ms. cortado y pegado en la contratapa anterior,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,7811,,,,,,,,,,,,,,,BETA bibid 7265,,,,,,,,,,,,,,BETA bioid 8209,,,,,,,,,,,,,,,,UNIVERSAL*INTERNET_CLASS*URL,http://catalogo.bne.es/uhtbin/cgisirsi/x/0/0/57/5/3?searchdata1=433403{CKEY}&searchfield1=GENERAL^SUBJECT^GENERAL^^&user_id=WEBSERVER,BNE Cat.,2023-02-20,
BETA manid 3282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_LIBCALLNOCLASS*F,V-205,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 3452,,62-65,,,,,,,,,,,,BETA bioid 8210,,,,,,,,,,,,,,,,,,,,
BETA manid 3282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*CAT,BETA bibid 1620,,173,,,,,,,,,,,,BETA bioid 8211,,,,,,,,,,,,,,,,,,,,
BETA manid 3282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS_ED*RELATED_BIBCLASS*VIS,BETA bibid 7845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
