,GEOID,TYPE,MONIKER,INTERNET_ADDRESS,
1829,BETA geoid 2598,GEOGRAPHY*TYPE*T,Montiel,https://es.wikipedia.org/wiki/Montiel,
1830,BETA geoid 2599,GEOGRAPHY*TYPE*EN,Monfernando (encomienda),,
1831,BETA geoid 2600,GEOGRAPHY*TYPE*T,Falces,https://es.wikipedia.org/wiki/Falces,
1832,BETA geoid 2601,GEOGRAPHY*TYPE*T,Osera,,
1833,BETA geoid 2602,GEOGRAPHY*TYPE*T,Santaella,https://es.wikipedia.org/wiki/Santaella,
1834,BETA geoid 2603,GEOGRAPHY*TYPE*T,Beteta,https://es.wikipedia.org/wiki/Beteta,
1835,BETA geoid 2604,GEOGRAPHY*TYPE*T,Paredes,https://es.wikipedia.org/wiki/Paredes_(Cuenca),
1836,BETA geoid 2605,GEOGRAPHY*TYPE*T,Ocentejo,https://es.wikipedia.org/wiki/Ocentejo,
1837,BETA geoid 2606,GEOGRAPHY*TYPE*T,La Aguilera,https://es.wikipedia.org/wiki/La_Aguilera_(Burgos),
1838,BETA geoid 2607,GEOGRAPHY*TYPE*SO,El Abrojo (solar),https://es.wikipedia.org/wiki/El_Abrojo,
1839,BETA geoid 2608,GEOGRAPHY*TYPE*M,Castelo Melhor (marquesado),https://pt.wikipedia.org/wiki/Castelo_de_Castelo_Melhor,
1840,BETA geoid 2609,GEOGRAPHY*TYPE*T,Vila Nova de Foz Côa,https://pt.wikipedia.org/wiki/Vila_Nova_de_Foz_CC3%B4a,
1841,BETA geoid 2610,GEOGRAPHY*TYPE*T,Mannheim,,
1842,BETA geoid 2611,GEOGRAPHY*TYPE*T,Utrecht,,
1843,BETA geoid 2612,GEOGRAPHY*TYPE*T,Lincoln,,
1844,BETA geoid 2613,GEOGRAPHY*TYPE*T,Regensburg,https://es.wikipedia.org/wiki/Ratisbona,
1845,BETA geoid 2614,GEOGRAPHY*TYPE*T,Ancona,https://it.wikipedia.org/wiki/Ancona,
1846,BETA geoid 2615,GEOGRAPHY*TYPE*T,Rochegude,,
1847,BETA geoid 2616,GEOGRAPHY*TYPE*T,Alquézar,https://en.wikipedia.org/wiki/Alqu%C3%A9zar,
1848,BETA geoid 2617,GEOGRAPHY*TYPE*T,Torquemada,https://es.wikipedia.org/wiki/Torquemada_(Palencia),
1849,BETA geoid 2618,GEOGRAPHY*TYPE*T,Arnedillo,https://es.wikipedia.org/wiki/Arnedillo,
1850,BETA geoid 2619,GEOGRAPHY*TYPE*T,Nice,,
1851,BETA geoid 2620,GEOGRAPHY*TYPE*T,Köln,,
1852,BETA geoid 2621,GEOGRAPHY*TYPE*T,Vicenza,,
1853,BETA geoid 2622,GEOGRAPHY*TYPE*T,Azambuja,https://www.wikidata.org/wiki/Q634164,
1854,BETA geoid 2622,,,https://pt.wikipedia.org/wiki/Azambuja,
1855,BETA geoid 2623,GEOGRAPHY*TYPE*T,Velada,https://es.wikipedia.org/wiki/Velada,
1856,BETA geoid 2624,GEOGRAPHY*TYPE*T,Ucieda,https://es.wikipedia.org/wiki/Ucieda,
1857,BETA geoid 2625,GEOGRAPHY*TYPE*N,Bolivia (nación),,
1858,BETA geoid 2626,GEOGRAPHY*TYPE*SO,Campo de Zaraobe (solar),http://cajondesastrepato.blogspot.com/2011/05/campo-de-zaraobe.html,
1859,BETA geoid 2627,GEOGRAPHY*TYPE*T,Torrellano,https://es.wikipedia.org/wiki/Torrellano,
1860,BETA geoid 2628,GEOGRAPHY*TYPE*T,Nuévalos,https://es.wikipedia.org/wiki/Nu%C3%A9valos,
1861,BETA geoid 2629,GEOGRAPHY*TYPE*T,La Vid y Barrios,https://es.wikipedia.org/wiki/La_Vid_y_Barrios,
1862,BETA geoid 2630,GEOGRAPHY*TYPE*T,Cangas de Onís,,
1863,BETA geoid 2631,GEOGRAPHY*TYPE*T,Ataquines,https://es.wikipedia.org/wiki/Ataquines,
1864,BETA geoid 2632,GEOGRAPHY*TYPE*T,Almenara de Adaja,https://es.wikipedia.org/wiki/Almenara_de_Adaja,
1865,BETA geoid 2633,GEOGRAPHY*TYPE*T,Frechilla,https://es.wikipedia.org/wiki/Frechilla,
1866,BETA geoid 2634,GEOGRAPHY*TYPE*T,Cervera del Llano,https://es.wikipedia.org/wiki/Cervera_del_Llano,
1867,BETA geoid 2635,GEOGRAPHY*TYPE*T,Villaharta,,
1868,BETA geoid 2636,GEOGRAPHY*TYPE*T,Pioz,https://es.wikipedia.org/wiki/Pioz,
1869,BETA geoid 2637,GEOGRAPHY*TYPE*T,Atanzón,https://es.wikipedia.org/wiki/Atanz%C3%B3n,
1870,BETA geoid 2638,GEOGRAPHY*TYPE*T,Castilnuevo,https://es.wikipedia.org/wiki/Castilnuevo,
1871,BETA geoid 2639,GEOGRAPHY*TYPE*T,la Vega,https://es.wikipedia.org/wiki/Torrelavega,
1872,BETA geoid 2640,GEOGRAPHY*TYPE*R,Asturias de Santillana (región),https://www.wikidata.org/wiki/Q3330011,
1873,BETA geoid 2640,,,https://es.wikipedia.org/wiki/Asturias_de_Santillana,
1874,BETA geoid 2641,GEOGRAPHY*TYPE*T,Castrillo,https://es.wikipedia.org/wiki/Castrillo_de_Murcia,
1875,BETA geoid 2642,GEOGRAPHY*TYPE*T,Guardo,https://es.wikipedia.org/wiki/Guardo,
1876,BETA geoid 2643,GEOGRAPHY*TYPE*T,Villoldo,https://es.wikipedia.org/wiki/Villoldo,
1877,BETA geoid 2644,GEOGRAPHY*TYPE*T,Ágreda,https://es.wikipedia.org/wiki/%C3%81greda,
1878,BETA geoid 2645,GEOGRAPHY*TYPE*T,Fuenteovejuna,https://es.wikipedia.org/wiki/Fuente_Obejuna,
1879,BETA geoid 2646,GEOGRAPHY*TYPE*T,Torre de la Reina,,
1880,BETA geoid 2647,GEOGRAPHY*TYPE*T,Cornado,,
1881,BETA geoid 2648,GEOGRAPHY*TYPE*T,Álora,,
1882,BETA geoid 2649,GEOGRAPHY*TYPE*T,[Salamanca],,
1883,BETA geoid 2650,GEOGRAPHY*TYPE*T,Jódar,https://es.wikipedia.org/wiki/J%C3%B3dar,
1884,BETA geoid 2651,GEOGRAPHY*TYPE*T,Cambil,https://es.wikipedia.org/wiki/Cambil,
1885,BETA geoid 2652,GEOGRAPHY*TYPE*J,Castillo de Alhabar (castillo),https://www.wikidata.org/wiki/Q24049968,
1886,BETA geoid 2652,,,https://es.wikipedia.org/wiki/Castillo_de_Alhabar,
1888,BETA geoid 2655,GEOGRAPHY*TYPE*T,Valdemoro,https://es.wikipedia.org/wiki/Valdemoro,
1889,BETA geoid 2656,GEOGRAPHY*TYPE*VA,Lozoya (valle),https://www.wikidata.org/wiki/Q1751423,
1891,BETA geoid 2656,,,https://es.wikipedia.org/wiki/Lozoya_(Madrid),
1890,BETA geoid 2656,,,https://database.factgrid.de/wiki/Item:Q780038,
1892,BETA geoid 2657,GEOGRAPHY*TYPE*T,Sintra,,
1893,BETA geoid 2658,GEOGRAPHY*TYPE*T,Aguiar,https://www.wikidata.org/wiki/Q1603774,
1895,BETA geoid 2658,,,https://es.wikipedia.org/wiki/Ducado_de_Aguiar,
1896,BETA geoid 2659,GEOGRAPHY*TYPE*EN,Villanueva de Alcaraz (encomienda),,
1897,BETA geoid 2660,GEOGRAPHY*TYPE*T,Íllora,https://en.wikipedia.org/wiki/%C3%8Dllora,
1898,BETA geoid 2661,GEOGRAPHY*TYPE*T,Ponferrada,https://www.wikidata.org/wiki/Q12164,
1899,BETA geoid 2662,GEOGRAPHY*TYPE*T,Sos del Rey Católico,https://es.wikipedia.org/wiki/Sos_del_Rey_Cat%C3%B3lico,
1900,BETA geoid 2663,GEOGRAPHY*TYPE*T,Mandayona,https://es.wikipedia.org/wiki/Mandayona,
1901,BETA geoid 2664,GEOGRAPHY*TYPE*V,Perú (virreinato),https://www.wikidata.org/wiki/Q211435,
1903,BETA geoid 2664,,,https://es.wikipedia.org/wiki/Virreinato_del_PerC3%BA,
1902,BETA geoid 2664,,,https://database.factgrid.de/wiki/Item:Q780137,
1904,BETA geoid 2665,GEOGRAPHY*TYPE*EN,Mohernando (encomienda),https://es.wikipedia.org/wiki/Mohernando,
1905,BETA geoid 2666,GEOGRAPHY*TYPE*T,Pozuelo de Alarcón,https://es.wikipedia.org/wiki/Pozuelo_de_AlarcC3%B3n,
1906,BETA geoid 2667,GEOGRAPHY*TYPE*T,Arenós,,
1907,BETA geoid 2668,GEOGRAPHY*TYPE*T,Sanlúcar la Mayor,https://www.wikidata.org/wiki/Q24014330,
1908,BETA geoid 2668,,,https://es.wikipedia.org/wiki/Sanl%C3%BAcar_la_Mayor,
1909,BETA geoid 2669,GEOGRAPHY*TYPE*T,Novelda,https://es.wikipedia.org/wiki/Novelda,
1910,BETA geoid 2670,GEOGRAPHY*TYPE*T,San Martín de Valdeiglesias,https://es.wikipedia.org/wiki/San_Mart%C3%ADn_de_Valdeiglesias,
1911,BETA geoid 2671,GEOGRAPHY*TYPE*T,El Campillo de Guadarrama,https://es.wikipedia.org/wiki/Casa-fuerte_de_El_Campillo,
1912,BETA geoid 2672,GEOGRAPHY*TYPE*T,Navarrés,https://es.wikipedia.org/wiki/NavarrC3%A9s,
1913,BETA geoid 2673,GEOGRAPHY*TYPE*T,Perales,https://es.wikipedia.org/wiki/Perales_(Palencia),
1914,BETA geoid 2674,GEOGRAPHY*TYPE*T,Clavijo,https://es.wikipedia.org/wiki/Clavijo,
1916,BETA geoid 2675,,,https://www.wikidata.org/wiki/Q427980,
1915,BETA geoid 2675,GEOGRAPHY*TYPE*T,Casasbuenas,https://es.wikipedia.org/wiki/Casasbuenas,
1917,BETA geoid 2676,GEOGRAPHY*TYPE*T,Higares,,
1918,BETA geoid 2677,GEOGRAPHY*TYPE*T,Vertus,https://fr.wikipedia.org/wiki/Vertus,
1919,BETA geoid 2678,GEOGRAPHY*TYPE*T,Angoulême,https://fr.wikipedia.org/wiki/Angoul%C3%AAme,
1920,BETA geoid 2679,GEOGRAPHY*TYPE*T,Vernes,http://www.mairie-arrigas.net/index.php/site-map/2012-03-02-07-28-31/91-vernes,
1921,BETA geoid 2680,GEOGRAPHY*TYPE*CO,Arrigas (comuna),https://www.wikidata.org/wiki/Q840039,
1923,BETA geoid 2680,,,https://fr.wikipedia.org/wiki/Arrigas,
1922,BETA geoid 2680,,,https://database.factgrid.de/wiki/Item:Q104357,
1924,BETA geoid 2681,GEOGRAPHY*TYPE*DP,Gard (département),https://fr.wikipedia.org/wiki/Gard,
1925,BETA geoid 2682,GEOGRAPHY*TYPE*M,La Garde (marquesado),https://fr.wikipedia.org/wiki/Famille_de_La_Garde_de_Chambonas,
1926,BETA geoid 2683,GEOGRAPHY*TYPE*DP,Ardèche (département),https://fr.wikipedia.org/wiki/Ard%C3%A8che_(d%C3%A9partement),
1927,BETA geoid 2684,GEOGRAPHY*TYPE*T,Tineo,https://en.wikipedia.org/wiki/Tineo,
1928,BETA geoid 2685,GEOGRAPHY*TYPE*G,Ashburnham (parroquia),https://en.wikipedia.org/wiki/Ashburnham_and_Penhurst,
1929,BETA geoid 2686,GEOGRAPHY*TYPE*T,Montemayor,https://es.wikipedia.org/wiki/Montemayor,
1930,BETA geoid 2687,GEOGRAPHY*TYPE*T,Arundel,https://en.wikipedia.org/wiki/Arundel,
1931,BETA geoid 2688,GEOGRAPHY*TYPE*J,Lumley Castle (castillo),https://www.wikidata.org/wiki/Q6703353,
1932,BETA geoid 2688,,,https://en.wikipedia.org/wiki/Lumley_Castle,
1933,BETA geoid 2689,GEOGRAPHY*TYPE*T,Vila Real,https://www.wikidata.org/wiki/Q503856,
1934,BETA geoid 2689,,,https://es.wikipedia.org/wiki/Vila_Real,
1935,BETA geoid 2690,GEOGRAPHY*TYPE*EN,Socovos (encomienda),https://es.wikipedia.org/wiki/Socovos,
1936,BETA geoid 2691,GEOGRAPHY*TYPE*G,San Marcos de Teruel (parroquia),,
1937,BETA geoid 2692,GEOGRAPHY*TYPE*O,Señorío de Entenza (señorío),https://www.wikidata.org/wiki/Q3729178,
1939,BETA geoid 2692,,,https://es.wikipedia.org/wiki/Baron%C3%ADa_de_Entenza,
1938,BETA geoid 2692,,,https://database.factgrid.de/wiki/Item:Q747383,
1940,BETA geoid 2692,,,http://www.fundacionmedinaceli.org/casaducal/fichaestado.aspx?id=78,
1941,BETA geoid 2693,GEOGRAPHY*TYPE*T,Pinseque,https://es.wikipedia.org/wiki/Pinseque,
1942,BETA geoid 2694,GEOGRAPHY*TYPE*T,Alcázar de San Juan,https://es.wikipedia.org/wiki/AlcC3%A1zar_de_San_Juan,
1943,BETA geoid 2695,GEOGRAPHY*TYPE*T,Pueyo,https://es.wikipedia.org/wiki/Pueyo,
1944,BETA geoid 2696,GEOGRAPHY*TYPE*T,Vasto,https://it.wikipedia.org/wiki/Vasto,
1945,BETA geoid 2697,GEOGRAPHY*TYPE*T,Potenza,https://it.wikipedia.org/wiki/Potenza_(Italia),
1946,BETA geoid 2698,GEOGRAPHY*TYPE*T,Ariano,http://fmg.ac/Projects/MedLands/NEAPOLITAN%20NOBILITY.htm#_Toc448490001,
1947,BETA geoid 2699,GEOGRAPHY*TYPE*T,Apice,http://fmg.ac/Projects/MedLands/NEAPOLITAN%20NOBILITY.htm#_Toc448490001,
1948,BETA geoid 2700,GEOGRAPHY*TYPE*T,Geraci,https://www.wikidata.org/wiki/Q386523,
1949,BETA geoid 2700,,,https://it.wikipedia.org/wiki/Contea_di_Geraci,
1950,BETA geoid 2701,GEOGRAPHY*TYPE*T,Cariñena,https://es.wikipedia.org/wiki/Cari%C3%B1ena,
1951,BETA geoid 2702,GEOGRAPHY*TYPE*C,Caltanissetta (condado),https://www.wikidata.org/wiki/Q3688025,
1952,BETA geoid 2702,,,https://it.wikipedia.org/wiki/Contea_di_Caltanissetta,
1953,BETA geoid 2703,GEOGRAPHY*TYPE*T,Lorca,https://es.wikipedia.org/wiki/Lorca,
1954,BETA geoid 2704,GEOGRAPHY*TYPE*T,Cella,https://es.wikipedia.org/wiki/Cella,
1955,BETA geoid 2705,GEOGRAPHY*TYPE*T,Avranches,https://www.wikidata.org/wiki/Q204430,
1957,BETA geoid 2705,,,https://pt.wikipedia.org/wiki/Conde_de_Abranches,
1956,BETA geoid 2705,,,https://fr.wikipedia.org/wiki/Avranches,
1958,BETA geoid 2706,GEOGRAPHY*TYPE*T,Vilafranca del Penedès,https://es.wikipedia.org/wiki/Villafranca_del_Panad%C3%A9s,
1959,BETA geoid 2708,GEOGRAPHY*TYPE*T,Elda,https://es.wikipedia.org/wiki/Elda,
1961,BETA geoid 2709,,,https://es.wikipedia.org/wiki/Vizcondado_de_Viota_de_Arba,
1960,BETA geoid 2709,GEOGRAPHY*TYPE*H,Viota de Arba (vizcondado),https://es.wikipedia.org/wiki/Biota_(Zaragoza),
1962,BETA geoid 2710,GEOGRAPHY*TYPE*H,Cenia (vizcondado),https://es.wikipedia.org/wiki/Cenia_(Tarragona),
1963,BETA geoid 2711,GEOGRAPHY*TYPE*T,Oristano,https://it.wikipedia.org/wiki/Marchesato_di_Oristano,
1964,BETA geoid 2712,GEOGRAPHY*TYPE*R,Goceano (región),https://www.wikidata.org/wiki/Q388954,
1965,BETA geoid 2712,,,https://it.wikipedia.org/wiki/Goceano,
1966,BETA geoid 2713,GEOGRAPHY*TYPE*T,Petrès,https://es.wikipedia.org/wiki/PetrC3%A9s,
1967,BETA geoid 2714,GEOGRAPHY*TYPE*T,Alcàsser,https://es.wikipedia.org/wiki/AlcC3%A1cer,
1968,BETA geoid 2715,GEOGRAPHY*TYPE*T,Moixent,https://es.wikipedia.org/wiki/Mogente,
1969,BETA geoid 2716,GEOGRAPHY*TYPE*T,Onda,https://es.wikipedia.org/wiki/Onda_(Castell%C3%B3n),
1970,BETA geoid 2717,GEOGRAPHY*TYPE*T,Albalat,https://es.wikipedia.org/wiki/Albalat,
1971,BETA geoid 2718,GEOGRAPHY*TYPE*T,Albalat dels Sorells,https://es.wikipedia.org/wiki/Albalat_dels_Sorells,
1972,BETA geoid 2719,GEOGRAPHY*TYPE*T,Borriol,https://es.wikipedia.org/wiki/Borriol,
1973,BETA geoid 2720,GEOGRAPHY*TYPE*T,Dartmouth,,
1974,BETA geoid 2721,GEOGRAPHY*TYPE*M,San Felipe (marquesado),https://es.wikipedia.org/wiki/Vicente_Bacallar,
1975,BETA geoid 2722,GEOGRAPHY*TYPE*T,Den Haag,,
1976,BETA geoid 2723,GEOGRAPHY*TYPE*T,[Logroño],,
1977,BETA geoid 2724,GEOGRAPHY*TYPE*P,Bari (provincia),,
1978,BETA geoid 2725,GEOGRAPHY*TYPE*T,Monopoli,https://en.wikipedia.org/wiki/Monopoli,
1979,BETA geoid 2726,GEOGRAPHY*TYPE*D,Monopoli (diócesis),https://en.wikipedia.org/wiki/Roman_Catholic_Diocese_of_Monopoli,
1980,BETA geoid 2727,GEOGRAPHY*TYPE*T,[Valladolid],,
1981,BETA geoid 2728,GEOGRAPHY*TYPE*K,Túnez (reino),https://es.wikipedia.org/wiki/T%C3%BAnez#Edad_Media,
1982,BETA geoid 2729,GEOGRAPHY*TYPE*I,Gelbes (isla),https://es.wikipedia.org/wiki/Yerba_(T%C3%BAnez),
1983,BETA geoid 2730,GEOGRAPHY*TYPE*T,Mendívil,https://es.wikipedia.org/wiki/Mend%C3%ADvil_(%C3%81lava),
1984,BETA geoid 2731,GEOGRAPHY*TYPE*CO,Charny (comuna),https://fr.wikipedia.org/wiki/Charny_(Yonne),
1985,BETA geoid 2732,GEOGRAPHY*TYPE*I,Ponza (isla),https://es.wikipedia.org/wiki/Islas_Pontinas,
1986,BETA geoid 2733,GEOGRAPHY*TYPE*D,Albi (diócesis),https://es.wikipedia.org/wiki/Albi_(Tarn),
1987,BETA geoid 2734,GEOGRAPHY*TYPE*T,Castelbuono,https://it.wikipedia.org/wiki/Castelbuono,
1988,BETA geoid 2735,GEOGRAPHY*TYPE*T,Petralia Soprana,https://it.wikipedia.org/wiki/Petralia_Soprana,
1989,BETA geoid 2736,GEOGRAPHY*TYPE*T,Gangi,https://it.wikipedia.org/wiki/Gangi,
1990,BETA geoid 2737,GEOGRAPHY*TYPE*T,Guadamur,https://es.wikipedia.org/wiki/Guadamur,
1991,BETA geoid 2738,GEOGRAPHY*TYPE*T,Aldenham,"https://en.wikipedia.org/wiki/Hucks_Gibbs,_1st_Baron_Aldenham",
1992,BETA geoid 2739,GEOGRAPHY*TYPE*T,New Haven,,
1993,BETA geoid 2740,GEOGRAPHY*TYPE*S,Connecticut (estado),,
1994,BETA geoid 2741,GEOGRAPHY*TYPE*T,Alfarrasí,,
1995,BETA geoid 2742,GEOGRAPHY*TYPE*T,Zalamea la Real,,
1996,BETA geoid 2743,GEOGRAPHY*TYPE*T,Parma,https://it.wikipedia.org/wiki/Parma,
1997,BETA geoid 2744,GEOGRAPHY*TYPE*T,Lopera,https://www.wikidata.org/wiki/Q782775,
1999,BETA geoid 2744,,,https://es.wikipedia.org/wiki/Lopera,
1998,BETA geoid 2744,,,https://database.factgrid.de/wiki/Item:Q349960,
2000,BETA geoid 2745,GEOGRAPHY*TYPE*T,Cabeza del Buey,https://www.wikidata.org/wiki/Q1100433,
2002,BETA geoid 2745,,,https://es.wikipedia.org/wiki/Cabeza_del_Buey,
2001,BETA geoid 2745,,,https://database.factgrid.de/wiki/Item:Q345334,
2003,BETA geoid 2747,GEOGRAPHY*TYPE*T,Kobenhavn,,
2004,BETA geoid 2748,GEOGRAPHY*TYPE*T,Lebrija,https://es.wikipedia.org/wiki/Lebrija_(Sevilla),
2005,BETA geoid 2749,GEOGRAPHY*TYPE*P,Provincia de Castilla de la Orden de Santiago (provincia),,
2006,BETA geoid 2750,GEOGRAPHY*TYPE*J,Puente de Alcántara (castillo),https://www.wikidata.org/wiki/Q581532,
2007,BETA geoid 2750,,,https://es.wikipedia.org/wiki/Puente_de_AlcC3%A1ntara_(Toledo),
2008,BETA geoid 2751,GEOGRAPHY*TYPE*T,Rivabellosa,https://es.wikipedia.org/wiki/Rivabellosa,
2009,BETA geoid 2752,GEOGRAPHY*TYPE*T,Deza,https://es.wikipedia.org/wiki/Deza_(Soria),
2010,BETA geoid 2753,GEOGRAPHY*TYPE*T,Serón de Nágima,https://es.wikipedia.org/wiki/SerC3%B3n_de_N%C3%A1gima,
2011,BETA geoid 2754,GEOGRAPHY*TYPE*T,Artajona,https://es.wikipedia.org/wiki/Artajona,
2012,BETA geoid 2755,GEOGRAPHY*TYPE*T,Larraga,https://es.wikipedia.org/wiki/Larraga,
2013,BETA geoid 2756,GEOGRAPHY*TYPE*T,Mendigorría,https://es.wikipedia.org/wiki/MendigorrC3%ADa,
2014,BETA geoid 2757,GEOGRAPHY*TYPE*T,Miranda de Arga,https://es.wikipedia.org/wiki/Miranda_de_Arga,
2015,BETA geoid 2758,GEOGRAPHY*TYPE*T,Nürnberg,https://es.wikipedia.org/wiki/N%C3%BAremberg,
2016,BETA geoid 2759,GEOGRAPHY*TYPE*T,[Lisboa],,
2017,BETA geoid 2760,GEOGRAPHY*TYPE*T,Santiago,https://www.wikidata.org/wiki/Q117040,
2018,BETA geoid 2760,,,https://es.wikipedia.org/wiki/Condado_de_Santiago,
2019,BETA geoid 2761,GEOGRAPHY*TYPE*T,Ossining,,
2020,BETA geoid 2762,GEOGRAPHY*TYPE*T,Évreus,https://es.wikipedia.org/wiki/%C3%89vreux,
2021,BETA geoid 2763,GEOGRAPHY*TYPE*T,Catania,,
2022,BETA geoid 2764,GEOGRAPHY*TYPE*T,Leuven,https://es.wikipedia.org/wiki/Lovaina,
2023,BETA geoid 2766,GEOGRAPHY*TYPE*I,Malta (isla),,
2024,BETA geoid 2768,GEOGRAPHY*TYPE*T,Rosarno,https://it.wikipedia.org/wiki/Rosarno,
2025,BETA geoid 2769,GEOGRAPHY*TYPE*T,Reggio Calabria,https://it.wikipedia.org/wiki/Citt%C3%A0_metropolitana_di_Reggio_Calabria,
2026,BETA geoid 2770,GEOGRAPHY*TYPE*CB,Cabo Bojador (cabo),https://www.wikidata.org/wiki/Q185222,
2027,BETA geoid 2770,,,https://es.wikipedia.org/wiki/Cabo_Bojador,
2028,BETA geoid 2771,GEOGRAPHY*TYPE*T,Babilafuente,https://es.wikipedia.org/wiki/Babilafuente,
2029,BETA geoid 2772,GEOGRAPHY*TYPE*T,San Gilésimo,,
2030,BETA geoid 2773,GEOGRAPHY*TYPE*T,Arronches,https://pt.wikipedia.org/wiki/Arronches,
2031,BETA geoid 2774,GEOGRAPHY*TYPE*R,Alentejo (región),https://pt.wikipedia.org/wiki/Alentejo_(NUTSII),
2032,BETA geoid 2775,GEOGRAPHY*TYPE*P,Alto Alentejo (provincia),https://pt.wikipedia.org/wiki/Alto_Alentejo_(prov%C3%ADncia),
2033,BETA geoid 2776,GEOGRAPHY*TYPE*T,Noudar,https://pt.wikipedia.org/wiki/Noudar,
2034,BETA geoid 2777,GEOGRAPHY*TYPE*T,Amiens,https://es.wikipedia.org/wiki/Amiens,
2035,BETA geoid 2778,GEOGRAPHY*TYPE*DP,Somme (département),https://es.wikipedia.org/wiki/Somme_(departamento),
2036,BETA geoid 2779,GEOGRAPHY*TYPE*T,Carpentras,,
2037,BETA geoid 2780,GEOGRAPHY*TYPE*DP,Vaucluse (département),,
2038,BETA geoid 2781,GEOGRAPHY*TYPE*T,Berkeley,,
2039,BETA geoid 2782,GEOGRAPHY*TYPE*T,Villafrades de Campos,https://es.wikipedia.org/wiki/Villafrades_de_Campos,
2040,BETA geoid 2783,GEOGRAPHY*TYPE*T,El Bonillo,https://es.wikipedia.org/wiki/El_Bonillo,
2041,BETA geoid 2784,GEOGRAPHY*TYPE*T,Providence,,
2042,BETA geoid 2785,GEOGRAPHY*TYPE*S,Rhode Island (estado),,
2043,BETA geoid 2786,GEOGRAPHY*TYPE*T,[Alcalá de Henares],,
2044,BETA geoid 2787,GEOGRAPHY*TYPE*T,Portland,,
2045,BETA geoid 2788,GEOGRAPHY*TYPE*S,Oregon (estado),,
2046,BETA geoid 2789,GEOGRAPHY*TYPE*T,[Zaragoza],,
2047,BETA geoid 2790,GEOGRAPHY*TYPE*T,[Granada],,
2048,BETA geoid 2791,GEOGRAPHY*TYPE*H,Trindade (vizcondado),,
2049,BETA geoid 2792,GEOGRAPHY*TYPE*T,Pareja,https://es.wikipedia.org/wiki/Pareja_(Guadalajara),
2050,BETA geoid 2793,GEOGRAPHY*TYPE*M,Alcántara (marquesado),,
2051,BETA geoid 2794,GEOGRAPHY*TYPE*T,Medina de las Torres,https://www.wikidata.org/wiki/Q1406716,
2052,BETA geoid 2794,,,https://es.wikipedia.org/wiki/Medina_de_las_Torres,
2053,BETA geoid 2795,GEOGRAPHY*TYPE*T,Toral de los Guzmanes,https://es.wikipedia.org/wiki/Toral_de_los_Vados,
2054,BETA geoid 2796,GEOGRAPHY*TYPE*T,Navalpino,https://es.wikipedia.org/w/index.php?title=Navalpino&oldid=125680354,
2056,BETA geoid 2797,GEOGRAPHY*TYPE*G,Samodães (parroquia),https://pt.wikipedia.org/wiki/Samod%C3%A3es,
2055,BETA geoid 2797,,,https://database.factgrid.de/wiki/Item:Q360035,
2057,BETA geoid 2798,GEOGRAPHY*TYPE*C,Azevedo (condado),https://pt.wikipedia.org/wiki/Conde_de_Azevedo,
2058,BETA geoid 2799,GEOGRAPHY*TYPE*T,Lamego,https://pt.wikipedia.org/wiki/Lamego,
2059,BETA geoid 2800,GEOGRAPHY*TYPE*T,Tuurdijk,,
2060,BETA geoid 2801,GEOGRAPHY*TYPE*T,Aveiro,https://es.wikipedia.org/wiki/Aveiro,
2061,BETA geoid 2802,GEOGRAPHY*TYPE*T,Figueres,https://es.wikipedia.org/wiki/Figueras,
2062,BETA geoid 2803,GEOGRAPHY*TYPE*T,Anteiglesia de San Martín de Zamudio,https://es.wikipedia.org/wiki/Zamudio,
2063,BETA geoid 2804,GEOGRAPHY*TYPE*T,Uríbarri,https://es.wikipedia.org/wiki/Zamudio,
2064,BETA geoid 2805,GEOGRAPHY*TYPE*T,Ardales,https://www.wikidata.org/wiki/Q1623994,
2065,BETA geoid 2805,,,https://es.wikipedia.org/wiki/Ardales,
2066,BETA geoid 2806,GEOGRAPHY*TYPE*B,La Ajarquía (campo de batalla),,
2067,BETA geoid 2807,GEOGRAPHY*TYPE*T,Canillas,https://www.wikidata.org/wiki/Q16542489,
2068,BETA geoid 2807,,,https://es.wikipedia.org/wiki/Canillas_(municipio),
2069,BETA geoid 2808,GEOGRAPHY*TYPE*T,Fuencarral,https://es.wikipedia.org/wiki/Fuencarral,
2070,BETA geoid 2809,GEOGRAPHY*TYPE*T,Tafalla,,
2071,BETA geoid 2810,GEOGRAPHY*TYPE*T,Lazcano,https://es.wikipedia.org/wiki/Lazcano,
2072,BETA geoid 2811,GEOGRAPHY*TYPE*T,Motrico,https://www.wikidata.org/wiki/Q1618305,
2073,BETA geoid 2811,,,https://es.wikipedia.org/wiki/Condado_de_Motrico,
2074,BETA geoid 2812,GEOGRAPHY*TYPE*T,Gernika,https://es.wikipedia.org/wiki/Guernica_y_Luno,
2075,BETA geoid 2813,GEOGRAPHY*TYPE*CO,Saint-Jean-Pied-de-Port (comuna),https://www.wikidata.org/wiki/Q270294,
2077,BETA geoid 2813,,,https://es.wikipedia.org/wiki/San_Juan_Pie_de_Puerto,
2076,BETA geoid 2813,,,https://database.factgrid.de/wiki/Item:Q132482,
2078,BETA geoid 2814,GEOGRAPHY*TYPE*T,Javier,https://es.wikipedia.org/wiki/Javier_(Navarra),
2079,BETA geoid 2815,GEOGRAPHY*TYPE*T,Idocin,https://es.wikipedia.org/wiki/Idocin,
